,customer,recency,frequency,monetary
1937,cust5175,179,3,172352
1938,cust668,29,13,101153
1939,cust4074,101,1,22392
1940,cust2225,91,2,69906
1941,cust6110,317,1,70717
1942,cust1605,45,4,8221
1943,cust3742,207,1,27279
1944,cust838,81,6,113255
1945,cust2889,172,3,265883
1946,cust3061,58,5,54782
1947,cust2715,197,1,34836
1948,cust4169,196,1,3389
1949,cust1293,105,2,54105
1950,cust5337,59,6,232065
1951,cust5633,184,1,3627
1952,cust5969,142,1,44360
1953,cust2655,115,1,38366
1954,cust1348,73,2,36795
1955,cust7504,185,1,0
1956,cust4089,123,3,395407
1957,cust2206,44,2,12145
1958,cust4522,15,6,29456
1959,cust8961,263,1,9675
1960,cust4877,137,1,24901
1961,cust2644,86,9,678626
1962,cust3347,52,9,110569
1963,cust7303,135,1,28821
1964,cust4366,107,1,5416
1965,cust3834,44,3,13860
1966,cust6735,86,3,83333
1967,cust1993,24,2,44057
1968,cust5320,85,3,21819
1969,cust3718,178,3,65889
1970,cust2360,79,3,74576
1971,cust2024,95,8,369951
1972,cust3299,56,3,122204
1973,cust769,81,2,72423
1974,cust5031,67,2,27499
1975,cust3462,241,2,61805
1976,cust3780,44,3,38246
1977,cust2530,37,4,45012
1978,cust5968,297,1,-879
1979,cust2957,191,1,14127
1980,cust7221,92,1,7345
1981,cust1399,200,1,56982
1982,cust8853,112,1,88971
1983,cust1723,115,2,37134
1984,cust1810,108,4,7992
1985,cust7239,136,1,34674
1986,cust7014,123,1,2997
1987,cust5026,102,1,61660
1988,cust4334,136,1,26587
1989,cust507,45,6,61256
1990,cust5589,65,3,8267
1991,cust1096,105,5,81085
1992,cust2825,282,1,4575
1993,cust2710,172,1,53475
1994,cust4432,80,8,114820
1995,cust361,282,3,-2510
1996,cust3202,135,2,130894
1997,cust5151,74,3,3420
1998,cust4254,232,1,25508
1999,cust1878,107,3,33475
2000,cust4660,56,2,21876
2001,cust2193,254,2,88148
2002,cust2654,283,2,-2054
2003,cust2235,115,2,204602
2004,cust1968,28,3,83795
2005,cust972,38,5,24460
2006,cust3354,65,7,53292
2007,cust1977,134,3,131014
2008,cust740,15,9,87560
2009,cust264,30,4,47892
2010,cust1870,29,3,75459
2011,cust3076,219,2,120272
2012,cust6399,338,1,14254
2013,cust5965,101,1,2763
2014,cust4136,172,2,23262
2015,cust1562,122,2,41265
2016,cust4002,235,1,71650
2017,cust3451,65,4,18550
2018,cust5036,102,1,7948
2019,cust1603,78,3,30386
2020,cust4757,92,1,4976
2021,cust1356,39,5,51647
2022,cust1451,93,4,31171
2023,cust1165,147,2,47244
2024,cust3047,120,2,73534
2025,cust9144,77,1,643
2026,cust3614,210,1,3632
2027,cust4219,58,3,25647
2028,cust1154,136,5,659629
2029,cust3777,235,2,115406
2030,cust7253,85,1,47567
2031,cust558,107,3,56777
2032,cust7223,308,1,6478
2033,cust5826,157,1,37604
2034,cust2055,94,3,12849
2035,cust819,59,2,6325
2036,cust5630,122,1,4832
2037,cust1624,49,22,589360
2038,cust9178,283,1,57298
2039,cust2318,64,3,84899
2040,cust7290,81,1,12055
2041,cust46,30,3,10176
2042,cust1284,46,5,45744
2043,cust6055,84,3,15039
2044,cust6196,16,4,120048
2045,cust3225,102,1,26895
2046,cust8844,171,1,25245
2047,cust607,106,1,25405
2048,cust2021,39,3,13893
2049,cust4248,93,1,3435
2050,cust4738,73,3,166771
2051,cust8578,60,2,35073
2052,cust2350,21,6,37270
2053,cust2289,161,1,26074
2054,cust8485,84,1,8915
2055,cust9219,94,1,698
2056,cust2035,93,1,4228
2057,cust7362,94,1,8383
2058,cust1917,86,2,83456
2059,cust3343,18,9,123436
2060,cust1349,67,3,40840
2061,cust4961,225,1,65009
2062,cust2418,71,6,58555
2063,cust1201,128,4,91389
2064,cust2359,93,8,183217
2065,cust3708,136,1,3885
2066,cust464,39,4,29233
2067,cust2424,164,1,83875
2068,cust6221,105,1,4432
2069,cust8600,121,1,36305
2070,cust2790,129,1,1471
2071,cust7743,79,1,3698
2072,cust1941,85,3,108274
2073,cust6265,182,3,154017
2074,cust3531,85,1,11495
2075,cust928,15,3,24061
2076,cust2083,28,4,39272
2077,cust3523,17,5,18885
2078,cust1826,65,6,368266
2079,cust4389,45,2,13753
2080,cust4409,219,1,65235
2081,cust1396,39,10,152668
2082,cust1894,92,1,1825
2083,cust2439,105,5,141295
2084,cust8318,119,1,8683
2085,cust4857,99,2,4710
2086,cust3129,162,1,9787
2087,cust3707,78,2,28130
2088,cust2681,63,5,200352
2089,cust5283,99,1,45823
2090,cust112,36,4,150103
2091,cust8564,108,1,44780
2092,cust1618,94,2,86886
2093,cust6289,185,1,19249
2094,cust1607,60,4,305992
2095,cust574,70,3,21327
2096,cust2555,63,2,4890
2097,cust2158,53,5,89721
2098,cust2665,161,1,11233
2099,cust758,58,4,67127
2100,cust1222,84,3,201188
2101,cust4751,130,1,37305
2102,cust3750,42,6,51493
2103,cust1901,155,2,74103
2104,cust1921,18,4,43921
2105,cust3423,93,6,76924
2106,cust5167,204,1,33677
2107,cust9385,206,1,31200
2108,cust4595,46,2,25041
2109,cust591,16,6,114621
2110,cust7269,157,1,3267
2111,cust2171,119,2,9089
2112,cust598,43,2,56955
2113,cust9406,123,1,924
2114,cust750,107,1,24197
2115,cust309,35,6,172124
2116,cust2177,51,6,44474
2117,cust1616,155,1,-3155
2118,cust3164,63,2,15810
2119,cust4984,172,2,216093
2120,cust1856,73,2,991
2121,cust4617,101,1,4622
2122,cust1140,79,4,39334
2123,cust1600,63,3,14402
2124,cust3626,231,3,26351
2125,cust1132,141,8,171193
2126,cust2525,87,2,12977
2127,cust3237,63,4,156929
2128,cust9427,72,1,33670
2129,cust1590,29,2,40161
2130,cust2309,24,4,14987
2131,cust1823,38,5,157872
2132,cust2961,108,6,61963
2133,cust3114,72,1,7461
2134,cust2721,59,2,9397
2135,cust1673,66,4,178577
2136,cust4346,119,3,213779
2137,cust2556,38,5,167824
2138,cust3517,183,1,4386
2139,cust213,18,13,281945
2140,cust2015,46,8,230663
2141,cust3448,254,1,873
2142,cust4956,30,2,66051
2143,cust1855,105,3,109720
2144,cust1744,44,3,48186
2145,cust1610,25,3,25872
2146,cust8253,113,1,37194
2147,cust3192,88,1,7837
2148,cust8803,113,1,3400
2149,cust3608,81,2,23281
2150,cust2896,119,1,5207
2151,cust4058,70,2,8545
2152,cust2247,88,3,36384
2153,cust5468,66,3,86268
2154,cust1800,63,4,98664
2155,cust9503,84,1,4556
2156,cust1651,109,2,8360
2157,cust7515,255,1,-767
2158,cust2373,183,3,40875
2159,cust9512,119,1,4193
2160,cust5911,256,2,18478
2161,cust626,242,1,262928
2162,cust2612,107,2,21551
2163,cust951,38,6,112498
2164,cust3882,79,1,5882
2165,cust1568,59,3,137641
2166,cust1312,107,2,52302
2167,cust4408,137,1,3289
2168,cust6026,51,3,15596
2169,cust5583,42,3,20483
2170,cust6393,92,2,3629
2171,cust4358,233,3,77649
2172,cust419,50,4,222788
2173,cust477,129,2,71477
2174,cust6569,86,1,2570
2175,cust726,46,2,113666
2176,cust1527,60,2,4067
2177,cust7495,135,1,2043
2178,cust4239,178,2,13414
2179,cust6187,142,2,16494
2180,cust919,101,2,16889
2181,cust165,311,1,3404
2182,cust2178,240,1,101905
2183,cust1907,36,5,40904
2184,cust9568,122,1,5248
2185,cust3736,176,2,16933
2186,cust2105,56,3,64488
2187,cust6477,37,4,30034
2188,cust6075,78,1,738
2189,cust2640,115,1,40729
2190,cust5515,35,3,87245
2191,cust5751,114,1,6171
2192,cust3915,101,4,457374
2193,cust9590,122,1,9527
2194,cust5967,120,1,8846
2195,cust563,53,5,178768
2196,cust5859,66,2,18343
2197,cust1927,78,8,559360
2198,cust4276,134,3,40534
2199,cust590,242,2,52772
2200,cust474,122,14,251564
2201,cust4863,228,1,-3812
2202,cust7617,38,2,33340
2203,cust8687,171,1,8086
2204,cust5494,290,2,53640
2205,cust7306,221,1,-1843
2206,cust1805,56,5,30967
2207,cust4262,94,1,3437
2208,cust4332,66,3,1636186
2209,cust7742,151,1,850
2210,cust4674,256,1,5282
2211,cust4742,123,1,74392
2212,cust3200,81,3,40726
2213,cust2642,262,2,209921
2214,cust7199,144,2,43578
2215,cust1967,206,4,77897
2216,cust3820,65,4,215674
2217,cust3920,115,2,42763
2218,cust3409,127,2,326043
2219,cust1909,38,3,24591
2220,cust672,38,6,115532
2221,cust506,106,1,5447
2222,cust6302,240,2,25608
2223,cust294,193,3,267188
2224,cust4255,39,3,53378
2225,cust8054,98,1,4475
2226,cust5142,214,2,22077
2227,cust4012,226,1,16112
2228,cust3833,129,1,6775
2229,cust2824,93,2,23515
2230,cust4508,239,2,9146
2231,cust2619,193,1,54847
2232,cust7554,105,2,77363
2233,cust6900,91,2,28604
2234,cust2196,36,3,84191
2235,cust4816,112,1,57738
2236,cust9709,102,1,1111
2237,cust3638,226,2,14760
2238,cust1079,28,6,137690
2239,cust4775,94,3,12566
2240,cust2859,100,2,16206
2241,cust1615,108,3,37447
2242,cust8432,206,1,12600
2243,cust6202,130,1,9983
2244,cust3514,84,2,102421
2245,cust3480,210,1,16053
2246,cust2392,107,1,4474
2247,cust6501,119,1,20399
2248,cust110,11,8,228507
2249,cust3122,87,1,4889
2250,cust2067,85,6,143506
2251,cust2294,349,1,142444
2252,cust925,44,3,87603
2253,cust4337,35,3,21654
2254,cust6903,100,1,4035
2255,cust6388,155,3,113222
2256,cust4426,51,2,41556
2257,cust5646,31,4,43091
2258,cust286,66,1,5583
2259,cust629,23,5,58316
2260,cust661,57,3,109707
2261,cust1082,78,1,7776
2262,cust1138,190,2,112052
2263,cust1183,36,5,463015
2264,cust1403,18,11,641479
2265,cust1503,322,1,74209
2266,cust1531,108,1,35872
2267,cust1606,92,1,61777
2268,cust1635,81,1,6336
2269,cust1328,130,12,210433
2270,cust1835,50,2,70223
2271,cust2074,44,1,12937
2272,cust2183,95,2,88059
2273,cust2218,70,2,72029
2274,cust1546,44,4,174344
2275,cust2407,72,2,210072
2276,cust2248,80,1,13501
2277,cust2594,190,5,32905
2278,cust1360,95,21,496085
2279,cust2537,39,2,32619
2280,cust2755,85,1,37913
2281,cust2779,53,2,137942
2282,cust2808,170,1,-2330
2283,cust2292,122,1,123604
2284,cust2916,88,7,985353
2285,cust2956,98,1,68277
2286,cust3011,80,1,227318
2287,cust3102,22,4,52093
2288,cust3174,56,2,60785
2289,cust3189,78,5,134516
2290,cust2499,23,4,77712
2291,cust1701,85,3,82274
2292,cust3400,184,1,16854
2293,cust2534,35,4,52145
2294,cust966,92,3,129036
2295,cust3550,21,4,41684
2296,cust2904,65,5,240855
2297,cust3584,185,1,5311
2298,cust2751,88,4,35258
2299,cust3749,205,1,131909
2300,cust2412,93,1,57449
2301,cust2593,67,6,150798
2302,cust3980,63,1,42291
2303,cust4022,32,2,88161
2304,cust4044,92,2,14102
2305,cust1285,50,3,53671
2306,cust4082,248,1,24392
2307,cust4106,140,1,38667
2308,cust1597,245,1,87543
2309,cust4191,149,1,30101
2310,cust1471,232,2,18128
2311,cust1844,95,8,848931
2312,cust4308,109,1,37766
2313,cust4324,57,2,22891
2314,cust4325,84,1,38709
2315,cust1750,109,7,341071
2316,cust4438,51,2,10077
2317,cust4452,106,1,65436
2318,cust1237,28,7,277228
2319,cust2918,53,4,150634
2320,cust4477,59,1,5810
2321,cust1438,142,2,34443
2322,cust3729,79,6,83773
2323,cust3778,57,2,175267
2324,cust4563,141,3,212362
2325,cust1384,29,5,134870
2326,cust567,219,2,173447
2327,cust2722,164,1,37873
2328,cust4612,105,1,85490
2329,cust1811,71,3,130903
2330,cust3545,336,2,25512
2331,cust3256,163,2,94499
2332,cust4713,63,2,73317
2333,cust2042,92,1,17489
2334,cust4586,59,2,27623
2335,cust212,91,1,66371
2336,cust2541,161,1,72440
2337,cust4196,85,3,59453
2338,cust797,78,2,66981
2339,cust3927,80,1,20241
2340,cust1849,144,2,34051
2341,cust4030,92,2,35638
2342,cust4354,64,1,33660
2343,cust3320,73,1,46909
2344,cust2098,74,3,152012
2345,cust2287,63,2,77786
2346,cust2559,42,3,134881
2347,cust153,157,2,178839
2348,cust479,36,4,46203
2349,cust4978,102,1,-526
2350,cust2315,70,2,31791
2351,cust4994,81,1,6228
2352,cust3214,123,6,1295658
2353,cust1536,38,6,70508
2354,cust5044,119,1,70748
2355,cust4542,59,1,5642
2356,cust3606,214,2,33150
2357,cust3058,58,2,67641
2358,cust1098,99,7,459561
2359,cust534,25,9,139606
2360,cust1300,28,5,254368
2361,cust5263,85,1,57990
2362,cust1871,58,6,39527
2363,cust3004,185,2,25693
2364,cust5308,92,2,32859
2365,cust3125,87,1,-15688
2366,cust4040,28,2,52257
2367,cust5381,85,1,632
2368,cust3655,58,2,6705
2369,cust2402,192,2,51601
2370,cust1945,45,3,21142
2371,cust5467,92,1,46780
2372,cust5478,74,1,36277
2373,cust4381,109,1,27534
2374,cust1059,70,2,95011
2375,cust5543,100,1,5467
2376,cust5553,238,1,73060
2377,cust648,95,2,151301
2378,cust5566,37,3,70236
2379,cust499,56,2,68636
2380,cust5638,50,2,27984
2381,cust1038,235,3,81752
2382,cust902,66,2,5682
2383,cust2189,241,3,201789
2384,cust2476,30,7,72936
2385,cust5755,74,1,5274
2386,cust304,36,2,65077
2387,cust2321,52,6,288140
2388,cust2873,63,1,10829
2389,cust2000,211,1,-26
2390,cust1774,179,5,99123
2391,cust5801,63,1,46183
2392,cust4962,164,1,44159
2393,cust2395,17,4,244498
2394,cust1499,30,13,165499
2395,cust1329,283,1,21094
2396,cust537,16,9,121282
2397,cust3116,189,1,20684
2398,cust2197,116,1,44825
2399,cust3210,85,2,74277
2400,cust3988,100,1,20625
2401,cust6064,211,1,2272
2402,cust5246,149,2,55572
2403,cust2017,25,4,-8170
2404,cust549,245,4,136598
2405,cust2112,36,3,23384
2406,cust6032,77,1,11200
2407,cust6094,52,1,64651
2408,cust6106,66,1,5502
2409,cust6112,84,1,159171
2410,cust1891,84,2,31734
2411,cust2215,79,1,3217
2412,cust2508,24,3,54131
2413,cust3439,128,2,130061
2414,cust205,78,2,151036
2415,cust6194,78,1,14360
2416,cust863,31,7,145093
2417,cust2975,109,1,16011
2418,cust1168,93,6,158902
2419,cust1843,25,5,118283
2420,cust4494,206,2,12631
2421,cust6256,99,1,8278
2422,cust4037,136,2,53552
2423,cust5839,107,2,14526
2424,cust1286,94,3,82808
2425,cust3042,39,1,534
2426,cust6279,74,1,172695
2427,cust2641,130,1,44610
2428,cust2176,231,3,107696
2429,cust5919,65,4,529737
2430,cust2080,225,1,122593
2431,cust1287,200,4,144901
2432,cust6331,169,1,24499
2433,cust243,79,4,103284
2434,cust2861,53,3,73132
2435,cust2588,85,2,144938
2436,cust6363,51,1,70191
2437,cust6375,70,1,9186
2438,cust6385,128,1,45020
2439,cust6390,31,4,59639
2440,cust6394,105,2,271799
2441,cust6036,84,1,29425
2442,cust1715,193,3,142188
2443,cust291,84,3,153110
2444,cust3384,210,1,19970
2445,cust4967,157,2,56865
2446,cust1248,70,3,29113
2447,cust1825,17,3,217307
2448,cust6352,78,1,11355
2449,cust6461,81,2,27964
2450,cust1946,32,3,14591
2451,cust6469,177,1,39353
2452,cust5267,120,1,13559
2453,cust983,106,5,187633
2454,cust6481,49,1,9286
2455,cust6514,60,1,11524
2456,cust1994,98,2,31673
2457,cust6528,66,1,18677
2458,cust1925,78,1,32047
2459,cust5521,72,1,32082
2460,cust1995,148,2,62709
2461,cust6561,65,1,4025
2462,cust1961,30,3,109369
2463,cust6486,65,1,44086
2464,cust1739,176,1,11138
2465,cust80,88,1,146479
2466,cust3425,212,4,128021
2467,cust2687,57,8,516400
2468,cust6598,56,1,12924
2469,cust3981,93,2,17487
2470,cust1468,39,6,40703
2471,cust2850,79,4,81698
2472,cust6174,74,1,89126
2473,cust4102,65,2,294501
2474,cust3519,189,2,23940
2475,cust5158,67,1,5710
2476,cust1355,30,4,24316
2477,cust6250,185,1,26270
2478,cust6677,259,1,31569
2479,cust3206,228,3,-11267
2480,cust6704,52,1,1187
2481,cust2241,116,5,66910
2482,cust6209,73,1,16837
2483,cust5277,248,1,22817
2484,cust6742,140,1,4118
2485,cust6767,185,1,68822
2486,cust1017,31,5,54615
2487,cust3362,205,1,5413
2488,cust5430,95,2,27011
2489,cust3903,100,3,173245
2490,cust4199,113,1,51011
2491,cust4798,51,4,52619
2492,cust2649,64,1,713523
2493,cust1161,67,1,75939
2494,cust2529,94,10,243864
2495,cust4091,290,2,143543
2496,cust6870,63,2,10532
2497,cust6888,129,1,14181
2498,cust3631,71,2,19081
2499,cust312,70,1,6607
2500,cust1488,197,5,77685
2501,cust6927,161,1,65704
2502,cust6955,193,2,20522
2503,cust2615,58,2,248115
2504,cust2860,88,1,66003
2505,cust4283,18,4,12886
2506,cust5609,32,2,57673
2507,cust5109,193,1,37035
2508,cust4817,35,5,303571
2509,cust7026,66,1,1908
2510,cust1148,30,4,111731
2511,cust5107,170,1,0
2512,cust717,28,6,143367
2513,cust5522,28,3,-107381
2514,cust7110,162,1,87171
2515,cust7115,169,2,33287
2516,cust855,260,1,7862
2517,cust1783,240,1,32271
2518,cust1501,59,6,116136
2519,cust4459,99,1,11600
2520,cust7142,309,1,-881
2521,cust559,179,1,57867
2522,cust2627,154,1,91937
2523,cust1116,21,5,31935
2524,cust7181,233,1,25253
2525,cust6893,86,1,5045
2526,cust1678,28,3,71500
2527,cust2320,78,2,27575
2528,cust4865,231,1,30269
2529,cust4336,88,2,62224
2530,cust6205,256,1,320838
2531,cust915,99,1,37450
2532,cust5484,87,1,7430
2533,cust7281,74,1,28038
2534,cust6177,71,1,8132
2535,cust7254,148,1,29683
2536,cust1494,57,3,283126
2537,cust7317,65,1,0
2538,cust4906,78,2,1146514
2539,cust5896,122,2,20272
2540,cust5743,178,1,5202
2541,cust6129,52,1,14280
2542,cust2427,72,1,20233
2543,cust2603,84,4,226403
2544,cust2817,36,5,201499
2545,cust3560,107,3,98343
2546,cust3658,42,3,110971
2547,cust4723,116,1,56058
2548,cust4573,182,4,92214
2549,cust3412,121,1,32288
2550,cust2249,31,4,82893
2551,cust5015,241,4,376942
2552,cust4295,134,1,32110
2553,cust7546,64,1,8404
2554,cust4503,72,2,56477
2555,cust767,107,1,358726
2556,cust6788,35,3,25176
2557,cust7578,109,1,7119
2558,cust413,128,1,6867
2559,cust3233,136,1,192975
2560,cust7206,81,2,190956
2561,cust3558,191,1,21309
2562,cust2027,259,1,9773
2563,cust3261,87,1,16016
2564,cust1120,58,3,236420
2565,cust6825,211,2,368457
2566,cust1862,233,2,41179
2567,cust7688,91,1,29787
2568,cust4287,35,2,21752
2569,cust6924,154,1,57988
2570,cust1789,85,1,56068
2571,cust3978,102,2,123338
2572,cust719,171,1,13732
2573,cust2301,77,1,84645
2574,cust910,25,3,41330
2575,cust6378,74,3,82537
2576,cust1037,58,3,42367
2577,cust321,119,1,33154
2578,cust126,71,1,4601
2579,cust4553,49,2,29102
2580,cust1529,207,5,54118
2581,cust7815,71,1,17880
2582,cust6453,70,2,27592
2583,cust2554,261,1,55238
2584,cust2396,172,1,8190
2585,cust5053,105,1,11009
2586,cust7855,58,1,3274
2587,cust7860,51,1,1628
2588,cust3796,240,3,88522
2589,cust7893,85,2,40216
2590,cust3326,268,1,224523
2591,cust2048,105,1,179365
2592,cust1552,100,1,17742
2593,cust7909,71,1,459
2594,cust2846,45,1,6857
2595,cust7954,66,2,90307
2596,cust3868,102,1,7815
2597,cust1171,135,4,244498
2598,cust4818,50,1,5172
2599,cust4433,79,4,67730
2600,cust4806,85,1,43877
2601,cust3222,84,1,2631
2602,cust2822,113,1,76175
2603,cust7995,175,1,9765
2604,cust2582,44,2,95773
2605,cust1821,98,4,30166
2606,cust3386,79,2,95488
2607,cust6366,199,1,-31935
2608,cust2811,262,1,38934
2609,cust800,70,1,2110
2610,cust2254,59,2,23642
2611,cust4081,190,4,160656
2612,cust1353,44,3,10132
2613,cust2547,77,1,29221
2614,cust5840,93,1,19705
2615,cust7750,91,1,11797
2616,cust8120,59,1,4424
2617,cust8129,246,1,13225
2618,cust2967,56,2,14924
2619,cust5728,144,1,1626
2620,cust4512,129,1,1793
2621,cust8164,43,2,2243
2622,cust4100,134,2,120789
2623,cust5405,175,1,35984
2624,cust1421,92,2,71575
2625,cust2059,39,2,40187
2626,cust1206,249,1,6201
2627,cust688,218,1,25187
2628,cust2854,130,2,28793
2629,cust1929,60,5,47385
2630,cust8289,91,1,673
2631,cust5171,79,2,94953
2632,cust5802,203,1,17623
2633,cust8311,95,1,2707
2634,cust8319,60,1,6796
2635,cust3216,95,3,152614
2636,cust5216,135,1,14364
2637,cust3408,91,2,261240
2638,cust1689,155,1,530704
2639,cust731,150,1,17071
2640,cust744,56,1,28979
2641,cust8388,87,1,294
2642,cust2852,105,2,107931
2643,cust4889,205,2,18842
2644,cust8398,73,1,4116
2645,cust4042,268,1,39565
2646,cust5180,93,5,698186
2647,cust2155,39,2,12515
2648,cust3723,120,2,84781
2649,cust2285,56,1,2379
2650,cust6549,65,1,4924
2651,cust5001,99,1,32337
2652,cust2110,162,2,39587
2653,cust4296,128,1,69430
2654,cust1688,68,8,590222
2655,cust3858,23,2,38882
2656,cust8056,204,1,61678
2657,cust5111,56,3,46221
2658,cust5720,60,1,20033
2659,cust5341,241,1,18900
2660,cust6370,63,2,35336
2661,cust1753,227,1,10180
2662,cust1022,154,1,21582
2663,cust1883,743,1,-14992
2664,cust1014,93,1,37608
2665,cust2276,23,2,7139
2666,cust6482,35,2,31610
2667,cust4903,65,1,34948
2668,cust4764,67,1,9232
2669,cust4208,93,3,80272
2670,cust3837,43,2,10131
2671,cust1346,80,3,34979
2672,cust8330,51,1,11838
2673,cust5518,88,2,28364
2674,cust5024,144,2,11940
2675,cust1611,87,1,16296
2676,cust7224,56,4,36652
2677,cust1857,88,2,45373
2678,cust2791,130,1,22488
2679,cust1842,133,1,34879
2680,cust6322,78,1,4234
2681,cust2388,58,1,7799
2682,cust3691,205,1,29369
2683,cust2679,51,1,19728
2684,cust3532,43,3,53329
2685,cust2580,130,1,45707
2686,cust4943,88,1,4025
2687,cust4418,37,6,73156
2688,cust2797,282,2,31551
2689,cust4374,31,5,24092
2690,cust4899,88,1,32778
2691,cust1152,102,2,85184
2692,cust5302,121,1,8702
2693,cust1973,86,1,24468
2694,cust4765,42,1,3065
2695,cust6908,73,1,11103
2696,cust4441,578,1,-21062
2697,cust2393,11,6,81032
2698,cust741,207,1,36878
2699,cust508,24,8,199903
2700,cust6255,107,1,34851
2701,cust2864,134,1,36466
2702,cust3520,176,1,34819
2703,cust4225,211,1,12163
2704,cust5398,172,1,14170
2705,cust8427,231,1,12715
2706,cust1261,84,2,306383
2707,cust3385,58,1,20743
2708,cust5310,91,1,1072
2709,cust8769,93,1,4846
2710,cust8936,92,1,3300
2711,cust2981,72,1,87426
2712,cust6276,108,1,3534
2713,cust3983,46,1,4961
2714,cust5265,155,2,46600
2715,cust8962,231,1,5613
2716,cust4953,66,1,21192
2717,cust4094,108,1,165144
2718,cust1392,122,1,67690
2719,cust8980,78,1,3400
2720,cust6997,49,1,3126
2721,cust4229,219,1,25599
2722,cust1280,88,1,42802
2723,cust8987,196,1,19680
2724,cust7941,128,1,11034
2725,cust587,311,1,424
2726,cust995,245,1,12613
2727,cust2448,59,1,561
2728,cust8898,137,1,33930
2729,cust3680,184,1,179296
2730,cust4051,140,1,39320
2731,cust3454,150,2,96712
2732,cust1684,200,1,3105
2733,cust9039,71,1,2458
2734,cust2100,65,1,20291
2735,cust3106,136,1,6218
2736,cust1515,100,2,6801
2737,cust3627,85,2,48310
2738,cust9052,53,1,10581
2739,cust3473,60,2,61665
2740,cust6992,144,1,9066
2741,cust6182,63,1,10710
2742,cust8378,354,1,-1100
2743,cust238,91,1,37267
2744,cust5027,238,1,17589
2745,cust4905,81,2,109518
2746,cust2987,143,1,8207
2747,cust118,405,1,-585
2748,cust8913,168,1,21583
2749,cust3381,46,2,17836
2750,cust7080,242,1,9364
2751,cust3133,287,1,-2278
2752,cust4641,101,2,56647
2753,cust3526,92,2,10910
2754,cust8916,84,1,22427
2755,cust3296,198,2,38242
2756,cust9147,175,1,6925
2757,cust3215,49,2,13371
2758,cust5797,88,1,10016
2759,cust9036,233,1,4496
2760,cust1186,56,3,38982
2761,cust5983,149,1,22022
2762,cust3709,74,1,19773
2763,cust6850,136,1,196265
2764,cust5382,43,2,174514
2765,cust2720,22,4,-255401
2766,cust3104,94,1,12231
2767,cust4761,37,2,10051
2768,cust6136,112,1,35921
2769,cust7960,22,2,28370
2770,cust1159,57,1,9172
2771,cust9278,84,2,31042
2772,cust5663,164,1,10495
2773,cust2361,235,2,86367
2774,cust3094,37,5,82834
2775,cust6803,108,1,58892
2776,cust5634,37,2,5820
2777,cust851,99,2,74390
2778,cust845,93,2,70492
2779,cust4934,106,1,25213
2780,cust7164,72,1,5464
2781,cust6123,85,1,11039
2782,cust6687,88,1,22503
2783,cust3168,42,2,4356
2784,cust540,63,3,50860
2785,cust4428,86,1,8144
2786,cust4786,70,1,41683
2787,cust6169,29,2,108575
2788,cust9352,93,1,19901
2789,cust1276,267,2,-18971
2790,cust5077,254,1,40787
2791,cust8634,45,1,2232
2792,cust7651,70,1,24270
2793,cust9386,93,1,7975
2794,cust4184,85,1,33061
2795,cust1525,161,1,7718
2796,cust4707,140,1,33468
2797,cust4911,102,1,23622
2798,cust1189,50,7,113765
2799,cust5206,162,1,8750
2800,cust1509,32,3,20412
2801,cust927,31,3,23122
2802,cust4286,53,1,6532
2803,cust4215,84,1,18904
2804,cust6942,112,2,136710
2805,cust3396,114,1,39451
2806,cust8979,57,1,20992
2807,cust7777,136,1,7114
2808,cust5205,430,1,5835
2809,cust5937,74,2,4115
2810,cust6141,50,3,33733
2811,cust3006,64,5,291951
2812,cust8547,94,1,926
2813,cust2156,219,1,32866
2814,cust2054,213,2,74208
2815,cust9115,240,1,11653
2816,cust5169,150,1,28865
2817,cust3746,81,1,9587
2818,cust4209,98,1,16830
2819,cust1867,248,3,11003
2820,cust4410,87,1,36346
2821,cust5186,169,1,1758
2822,cust1804,309,1,-278
2823,cust4531,172,1,11621
2824,cust5327,108,1,11882
2825,cust2375,94,1,11542
2826,cust3348,114,2,20486
2827,cust9004,80,1,8015
2828,cust2664,50,2,58693
2829,cust4736,60,2,48476
2830,cust4779,92,2,338083
2831,cust8555,51,2,53538
2832,cust1831,79,4,47679
2833,cust8879,204,1,15596
2834,cust9552,66,1,6409
2835,cust2097,127,1,75643
2836,cust5717,162,1,3891
2837,cust2435,535,1,-2481
2838,cust3332,221,1,6371
2839,cust266,80,1,4830
2840,cust5512,304,1,51827
2841,cust1712,101,1,16711
2842,cust3263,85,1,6222
2843,cust5999,170,1,66769
2844,cust3342,102,1,42552
2845,cust5404,87,1,56520
2846,cust4902,109,1,38638
2847,cust1105,163,1,-30942
2848,cust8799,84,1,9178
2849,cust6251,151,1,98564
2850,cust1785,240,1,64518
2851,cust9645,86,1,7229
2852,cust4026,240,1,35915
2853,cust6147,268,1,-2473
2854,cust1282,53,3,51408
2855,cust5774,176,1,6458
2856,cust7526,59,1,12691
2857,cust5415,106,2,245087
2858,cust7300,205,2,81693
2859,cust1864,87,2,17693
2860,cust7121,99,1,13270
2861,cust9253,64,1,13348
2862,cust3853,77,2,15858
2863,cust9691,171,1,7027
2864,cust583,65,1,28306
2865,cust843,37,1,2325
2866,cust1036,66,2,18752
2867,cust1131,64,1,27691
2868,cust1799,31,1,249
2869,cust2227,178,1,22419
2870,cust671,45,5,176768
2871,cust2269,143,1,12927
2872,cust2332,170,1,1155
2873,cust571,45,1,29270
2874,cust2152,50,1,45675
